wavelength,musp
441.5584209356242,6.461768204043874
444.6218167134736,5.982159376238933
447.6852124913229,5.41332099907493
453.8120040470217,4.891328135324436
461.470493491645,4.007955596669751
472.1923787141178,3.547612239749151
489.0410554922893,3.0791571056140903
505.8897322704608,2.7769934043754603
519.6750132707829,2.5484151107251414
529.6201607012417,3.0468085106382983
542.956821182438,3.6365481696841577
559.4991583828246,3.1440513233297693
576.347835160996,3.2190852625635245
580.4601899196493,3.36595744680851
589.3672672168559,3.1119422051892
602.3866992727156,2.438326705671757
619.2353760508871,2.3186779917584737
636.0840528290587,2.249727885435563
652.9327296072302,2.1909175006307287
669.7814063854016,2.1219673943078217
686.6300831635731,2.089520285449982
703.4787599417446,2.089520285449982
720.327436719916,2.089520285449982
737.1761134980876,2.042877566466837
754.0247902762591,2.0225981234306865
770.8734670544305,2.0225981234306865
787.722143832602,2.0225981234306865
804.5708206107735,1.9820392373583855
821.419497388945,1.9779833487511576
838.2681741671165,1.9779833487511576
855.116850945288,1.9779833487511576
871.9655277234594,1.9779833487511576
888.8142045016309,1.9779833487511576
905.6628812798024,1.9779833487511576
922.511558057974,1.990151014572847
932.4675943359844,2.0225981234306865
